DP, DL, diagonal, taper, sigma, thrust, torque, p_induced, p_profile, p_total, p_ideal, power_loading, figure_of_merit, STALL_HIGH, STALL_LOW, main_RPM, disk_loading
BL, 81.76486086562089,  0, 0, 0, 59.94491265807983, 1.1460937942451026, 339.74257998338913, 130.1026159923014, 469.84519597569033, 346.3001188537642, 0.12758438986185017, 0.7370515263748311, 0, 0, 0, 81.76486086562095
DP0, 81.84, 0.5144000000000001, 0.5599999999999999, 0.06, 59.94491265807987, 1.1460937942451022, 339.74257998338896, 130.10261599230142, 469.8451959756904, 346.3001188537642, 0.12758438986185017, 0.7370515263748311, 0.0, 0.0, 3956.0546875, 81.76486086562095
DP1, 81.84, 0.5144000000000001, 0.5599999999999999, 0.08, 60.05971419966635, 1.237909204065773, 345.18151902105507, 106.85191864552317, 452.03343766657827, 347.29540303829305, 0.13286564487286148, 0.7682958252625098, 0.0, 0.0, 3520.5078125, 81.9214501683449
DP2, 81.84, 0.5144000000000001, 0.5599999999999999, 0.01, 3.5114548023619823, 0.15000929532451238, -42.72361264994092, 63.194219942350024, 20.470607292409106, 4.90969786482578, 0.17153642548084527, 0.23984133908163977, 0.12244897959183673, 0.10204081632653061, 4000, 4.789624350421744
DP3, 81.84, 0.5144000000000001, 0.84, 0.06, 59.98892460784879, 1.1992203783388125, 350.4809340604087, 125.39493901257464, 475.8758730729833, 346.6815725916576, 0.12606002531809068, 0.7285126063503714, 0.0, 0.0, 3834.9609375, 81.82489316510575
DP4, 81.84, 0.5144000000000001, 0.84, 0.08, 59.94691618170648, 1.2893060028651566, 352.4615603349303, 104.19944597535778, 456.6610063102881, 346.31748045051785, 0.13127224648774646, 0.7583688461790955, 0.0, 0.0, 3416.9921875, 81.76759367184764
DP5, 81.84, 0.5144000000000001, 0.84, 0.01, 3.1886438166187485, 0.14991456133754033, -64.03972765067066, 69.88477507215859, 5.8450474214879335, 4.24847588468132, 0.5455291611316024, 0.7268505417189267, 0.10204081632653061, 0.14285714285714285, 4000, 4.349310165867973
DP6, 81.84, 0.643, 0.5599999999999999, 0.06, 59.992912479733775, 1.1491820448200774, 341.22127023016265, 130.3738436665634, 471.59511389672605, 346.71614258974233, 0.12721275244779473, 0.7351987592171475, 0.0, 0.0, 3958.984375, 81.83033262235686
DP7, 81.84, 0.643, 0.5599999999999999, 0.08, 59.95958530331777, 1.238492352260927, 345.4025833270118, 106.84685541753211, 452.2494387445439, 346.4272718383427, 0.13258078433390016, 0.7660092908020709, 0.0, 0.0, 3522.4609375, 81.78487435372544
DP8, 81.84, 0.643, 0.5599999999999999, 0.01, 14.045844861971279, -1.9959327188387381, -2431.749796386373, 177.64045899164387, -2254.109337394729, 39.27769052033007, -0.0062312171947281345, -0.017424926940645534, 0.10204081632653061, 0.0, 5750.0, 19.158532391728823
DP9, 81.84, 0.643, 0.84, 0.06, 60.035108667845606, 1.2024119864351674, 351.9925517142848, 125.67105828002383, 477.6636099943086, 347.0820026021631, 0.12568491174900454, 0.7266243342386886, 0.0, 0.0, 3836.9140625, 81.8878882229414
DP10, 81.84, 0.643, 0.84, 0.08, 59.98514740953475, 1.2927172778923788, 353.9268734341447, 104.47165516118733, 458.398528595332, 346.6488299367358, 0.13085807145443265, 0.7562171523520589, 0.0, 0.0, 3420.8984375, 81.81974106660539
DP11, 81.84, 0.643, 0.84, 0.01, 4.789657043280238, 0.1285077044807957, -79.12596658170033, 69.77890160012211, -9.347064981578214, 7.821332864009522, -0.5124236380853238, -0.8367688551886928, 0.08163265306122448, 0.04081632653061224, 4000, 6.533092207034245
DP12, 81.84, 0.7716, 0.5599999999999999, 0.06, 60.001372665827134, 1.1508674289480982, 342.0282701371485, 130.50880839111514, 472.5370785282637, 346.7894859159017, 0.12697706781593499, 0.7338884114575557, 0.0, 0.0, 3960.9375, 81.84187231618822
DP13, 81.84, 0.7716, 0.5599999999999999, 0.08, 60.032735792251884, 1.2415818726309618, 346.7671842984019, 107.11714515847666, 453.88432945687856, 347.06142528599173, 0.13226439402322507, 0.7646472961542604, 0.0, 0.0, 3524.4140625, 81.88465162063157
DP14, 81.84, 0.7716, 0.5599999999999999, 0.01, 3.7615687945725016, 0.18853408358819812, -23.334103612601318, 63.24161716121076, 39.907513548609444, 5.4434928448971185, 0.09425715761496174, 0.13640270617879158, 0.08163265306122448, 0.04081632653061224, 4000, 5.130779835796892
DP15, 81.84, 0.7716, 0.84, 0.06, 59.97679005021111, 1.2029124171398888, 352.21909808400494, 125.66793886242043, 477.8870369464254, 346.57638780615855, 0.12550411585433932, 0.7252265933403259, 0.0, 0.0, 3838.8671875, 81.80834162848795
DP16, 81.84, 0.7716, 0.84, 0.08, 60.06025920844019, 1.2959460790989519, 355.32986935046165, 104.74655145682172, 460.0764208072834, 347.30013032030797, 0.1305440933118331, 0.754874874289167, 0.0, 0.0, 3422.8515625, 81.92219356031242
DP17, 81.84, 0.7716, 0.84, 0.01, 4.751715178716417, 0.1485461834033184, -70.89869085546779, 69.79795299167294, -1.1007378637948477, 7.728580666716565, -4.3168453952648145, -7.021272658025866, 0.16326530612244897, 0.14285714285714285, 4000, 6.481339503769192
DP18, 102.3, 0.5144000000000001, 0.5599999999999999, 0.06, 59.977295391850404, 1.0282888640936372, 381.75604237825996, 145.7930968830377, 527.5491392612977, 387.48907846744225, 0.11369044308523335, 0.7345080289772153, 0.0, 0.0, 4951.171875, 102.26128864310495
DP19, 102.3, 0.5144000000000001, 0.5599999999999999, 0.08, 59.94210945614795, 1.1081377350610564, 386.39073232694597, 119.48850803906902, 505.879240366015, 387.1481453056422, 0.11849094541372857, 0.7652975540675119, 0.0, 0.0, 4404.296875, 102.20129662273227
DP20, 102.3, 0.5144000000000001, 0.5599999999999999, 0.01, 1.3934351651035524, 0.09733651060457074, -14.431731078174714, 36.87430772169199, 22.442576643517278, 1.3721743567245788, 0.0620889119479094, 0.061141569371489374, 0.14285714285714285, 0.12244897959183673, 4000, 2.375806956501557
DP21, 102.3, 0.5144000000000001, 0.84, 0.06, 59.995743717266144, 1.0754498582017729, 393.52492260215536, 140.4735275508665, 533.9984501530218, 387.66787298228394, 0.1123519060777683, 0.7259719066060855, 0.0, 0.0, 4796.875, 102.29274303793879
DP22, 102.3, 0.5144000000000001, 0.84, 0.08, 60.02807732070693, 1.1576778867817428, 396.4903130208629, 116.9571593824119, 513.4474724032748, 387.9813049154459, 0.11691181775564247, 0.7556397212346494, 0.0, 0.0, 4275.390625, 102.34787183180532
DP23, 102.3, 0.5144000000000001, 0.84, 0.01, 3.1699736484430883, 0.11203373707976748, -81.9093310465044, 78.01067838568994, -3.898652660814463, 4.708283742207408, -0.8130946571118374, -1.2076694570743849, 0.14285714285714285, 0.14285714285714285, 5000.0, 5.404805070595466
DP24, 102.3, 0.643, 0.5599999999999999, 0.06, 59.915768425896495, 1.0288184540075507, 382.04975676594086, 145.7889413790869, 527.8386981450278, 386.892980096854, 0.1135115114455556, 0.7329757773662743, 0.0, 0.0, 4951.171875, 102.15638516615354
DP25, 102.3, 0.643, 0.5599999999999999, 0.08, 60.09341236129768, 1.1123899864454037, 388.74724989118283, 119.97291143190353, 508.72016132308636, 388.61490018382096, 0.11812665769920719, 0.7639070155448646, 0.0, 0.0, 4408.203125, 102.45926807601256
DP26, 102.3, 0.643, 0.5599999999999999, 0.01, 2.7206270442014944, 0.03653500013229781, -62.53631650714504, 36.79604910095536, -25.74026740618968, 3.7435416183869243, -0.10569536832190306, -0.14543522642219042, 0.24489795918367346, 0.10204081632653061, 4000, 4.638669110363549
DP27, 102.3, 0.643, 0.84, 0.06, 60.03956400210204, 1.0776830970558589, 394.84909167623607, 140.72229818418543, 535.5713898604215, 388.0926735706185, 0.11210375523933291, 0.7246329451462329, 0.0, 0.0, 4798.828125, 102.36745662358399
DP28, 102.3, 0.643, 0.84, 0.08, 59.95086528263514, 1.1579928116825822, 396.64058446946217, 116.95370915148162, 513.5942936209437, 387.23297529747435, 0.11672805953502599, 0.7539666622216604, 0.0, 0.0, 4279.296875, 102.21622530689294
DP29, 102.3, 0.643, 0.84, 0.01, 6.609479559223956, -0.09221347494987478, -390.08317314510737, 127.57819798924763, -262.5049751558597, 14.175227745470233, -0.025178492542092368, -0.0539998441441113, 0.2653061224489796, 0.20408163265306123, 5937.5, 11.269162648476847
DP30, 102.3, 0.7716, 0.5599999999999999, 0.06, 60.08310203520196, 1.0324415441567063, 384.2636145486325, 146.28187009727557, 530.5454846459081, 388.5148915225589, 0.11324778699285713, 0.7322932769503411, 0.0, 0.0, 4955.078125, 102.44168897001936
DP31, 102.3, 0.7716, 0.5599999999999999, 0.08, 60.0426480714152, 1.1126462022793486, 388.87277585601487, 119.97073565990786, 508.8435115159227, 388.12257685428034, 0.11799825823176749, 0.7627543008222779, 0.0, 0.0, 4408.203125, 102.37271496176292
DP32, 102.3, 0.7716, 0.5599999999999999, 0.01, 5.4959319309950905, -0.9980847928857292, 454.27405450959344, 36.7091775012527, 490.9832320108461, 10.748334341258717, 0.011193726328465901, 0.021891448914127642, 0.30612244897959184, 0.16326530612244897, 4000, 9.37056394234663
DP33, 102.3, 0.7716, 0.84, 0.06, 59.9950905297444, 1.0780224068396782, 395.04144122417017, 140.71974907551686, 535.7611902996871, 387.6615420549805, 0.11198103113102525, 0.7235715260340814, 0.0, 0.0, 4800.78125, 102.29162935321422
DP34, 102.3, 0.7716, 0.84, 0.08, 59.8983147749192, 1.1582075753108185, 396.7461661627732, 116.95165775450243, 513.6978239172756, 386.7239377039233, 0.1166022357621765, 0.7528237802428382, 0.0, 0.0, 4279.296875, 102.12662669123725
DP35, 102.3, 0.7716, 0.84, 0.01, 2.153373639703418, 0.1255859469484618, -4.389210369721822, 40.90502237698643, 36.51581200726461, 2.63607788722395, 0.05897099150568025, 0.07219003884398129, 0.061224489795918366, 0.02040816326530612, 4000, 3.671502055694328
DP36, 122.75999999999999, 0.5144000000000001, 0.5599999999999999, 0.06, 59.95840603980511, 0.9399955792665426, 419.1191905132424, 159.83915000674358, 578.958340519986, 424.2725075283288, 0.10356255682568462, 0.7328204429135133, 0.0, 0.0, 5943.359375, 122.67489875744127
DP37, 122.75999999999999, 0.5144000000000001, 0.5599999999999999, 0.08, 60.00781316724172, 1.0143352883272407, 425.0881521465551, 131.2456747399957, 556.3338268865508, 424.7970312344616, 0.10786295973241024, 0.7635649868924606, 0.0, 0.0, 5289.0625, 122.77598574017658
DP38, 122.75999999999999, 0.5144000000000001, 0.5599999999999999, 0.01, 3.46934400666652, 0.12536089737003375, -37.446062419933355, 72.82731751742577, 35.381255097492414, 5.9052844233151855, 0.09805599030070598, 0.1669043228410999, 0.10204081632653061, 0.02040816326530612, 5875.0, 7.098277837639701
DP39, 122.75999999999999, 0.5144000000000001, 0.84, 0.06, 60.04907823219084, 0.9841168449099796, 432.7771247658635, 154.20005265285175, 586.9771774187152, 425.235281423041, 0.10230223685401542, 0.7244494296917152, 0.0, 0.0, 5759.765625, 122.86041406306246
DP40, 122.75999999999999, 0.5144000000000001, 0.84, 0.08, 60.03852355751368, 1.0587160167111491, 435.5674108845586, 128.3429606815832, 563.9103715661419, 425.1231725540397, 0.10646820236834689, 0.7538842943664078, 0.0, 0.0, 5134.765625, 122.838819198673
DP41, 122.75999999999999, 0.5144000000000001, 0.84, 0.01, 1.126778510713282, 0.06252556744879371, -18.00398318545568, 26.293718660067718, 8.289735474612037, 1.093018735205392, 0.13592454357127912, 0.1318520643454604, 0.12244897959183673, 0.16326530612244897, 4000, 2.305388832919375
DP42, 122.75999999999999, 0.643, 0.5599999999999999, 0.06, 59.99869986232747, 0.9416083707020757, 420.2845200774077, 160.06201557293465, 580.3465356503424, 424.700264888169, 0.10338426470503921, 0.7318046008704876, 0.0, 0.0, 5945.3125, 122.75733991832202
DP43, 122.75999999999999, 0.643, 0.5599999999999999, 0.08, 60.04560407331154, 1.016074061462251, 426.23518875761704, 131.4654233973707, 557.7006121549878, 425.198378769309, 0.1076663764834179, 0.7624133262581828, 0.0, 0.0, 5291.015625, 122.85330593399541
DP44, 122.75999999999999, 0.643, 0.5599999999999999, 0.01, 4.749575574290198, -0.14456066582150398, -310.8415222804566, 76.29849265668376, -234.54302962377284, 9.459147033403063, -0.020250337781979388, -0.040330113619562034, 0.24489795918367346, 0.20408163265306123, 5984.375, 9.717631624997745
DP45, 122.75999999999999, 0.643, 0.84, 0.06, 59.99862057559357, 0.9844636204966754, 433.0107695600896, 154.19658804172613, 587.2073576018157, 424.6994230427829, 0.10217620709084937, 0.7232528978813831, 0.0, 0.0, 5761.71875, 122.75717769766446
DP46, 122.75999999999999, 0.643, 0.84, 0.08, 59.97852251422262, 1.058937255701286, 435.69492250960434, 128.34036206734828, 564.0352845769526, 424.4860451315958, 0.10633824541528238, 0.7525877489206657, 0.0, 0.0, 5138.671875, 122.71605706409949
DP47, 122.75999999999999, 0.643, 0.84, 0.01, 1.159557422840297, 0.042067953201521596, -30.129356885833737, 26.283609516750385, -3.8457473690833517, 1.1410591635587586, -0.3015167954510444, -0.2967067396917272, 0.1836734693877551, 0.14285714285714285, 4000, 2.3724544871312476
DP48, 122.75999999999999, 0.7716, 0.5599999999999999, 0.06, 60.05132090385841, 0.9431165274416815, 421.3837429077455, 160.28626299096317, 581.6700058987087, 425.2591037376353, 0.1032395005671234, 0.7311002792392383, 0.0, 0.0, 5947.265625, 122.86500256929432
DP49, 122.75999999999999, 0.7716, 0.5599999999999999, 0.08, 60.004698120420414, 1.016260996629799, 426.3452870629483, 131.46362629390157, 557.8089133568499, 424.7639544049875, 0.10757213928210091, 0.761486495166941, 0.0, 0.0, 5292.96875, 122.76961235438019
DP50, 122.75999999999999, 0.7716, 0.5599999999999999, 0.01, 0.9158019993522988, 0.06222022369740997, -10.094558721887026, 23.66203079943149, 13.567472077544465, 0.80088867676375, 0.06749982562101922, 0.0590300589664969, 0.10204081632653061, 0.10204081632653061, 4000, 1.8737308906748036
DP51, 122.75999999999999, 0.7716, 0.84, 0.06, 59.96260024577871, 0.9847128120473482, 433.18065230965715, 154.19433906211805, 587.3749913717752, 424.31702632533256, 0.1020857222840558, 0.7223954587075088, 0.0, 0.0, 5763.671875, 122.68348010286326
DP52, 122.75999999999999, 0.7716, 0.84, 0.08, 59.9361569401252, 1.0590942205136589, 435.7877368044694, 128.33875494235753, 564.1264917468269, 424.0363736939279, 0.10624595337569047, 0.7516689605923174, 0.0, 0.0, 5138.671875, 122.62937709949617
DP53, 122.75999999999999, 0.7716, 0.84, 0.01, 1.4215962903983514, 0.07664533630923397, -7.868951782336357, 26.296636845387233, 18.427685063050877, 1.548938571984558, 0.07714459442595839, 0.08405497308450945, 0.08163265306122448, 0.08163265306122448, 4000, 2.908586010155027
